ID,Language_ID,Parameter_ID,Value
five-kalu1247,kalu1247,Was_there_lexical_replacement_of_five?,no
five-kama1362,kama1362,Was_there_lexical_replacement_of_five?,no
five-kama1363,kama1363,Was_there_lexical_replacement_of_five?,no
five-kama1364,kama1364,Was_there_lexical_replacement_of_five?,no
five-kamb1299,kamb1299,Was_there_lexical_replacement_of_five?,no
five-kana1286,kana1286,Was_there_lexical_replacement_of_five?,no
five-kand1301,kand1301,Was_there_lexical_replacement_of_five?,no
five-kang1289,kang1289,Was_there_lexical_replacement_of_five?,no
five-kani1281,kani1281,Was_there_lexical_replacement_of_five?,no
five-kani1282,kani1282,Was_there_lexical_replacement_of_five?,yes
five-kani1283,kani1283,Was_there_lexical_replacement_of_five?,yes
five-kank1243,kank1243,Was_there_lexical_replacement_of_five?,no
five-kano1244,kano1244,Was_there_lexical_replacement_of_five?,no
five-kapi1249,kapi1249,Was_there_lexical_replacement_of_five?,no
five-kapi1250,kapi1250,Was_there_lexical_replacement_of_five?,no
five-kapp1237,kapp1237,Was_there_lexical_replacement_of_five?,no
five-kapt1235,kapt1235,Was_there_lexical_replacement_of_five?,unknown
five-kara1486,kara1486,Was_there_lexical_replacement_of_five?,no
five-kara1487,kara1487,Was_there_lexical_replacement_of_five?,no
five-kara1489,kara1489,Was_there_lexical_replacement_of_five?,unknown
five-kare1339,kare1339,Was_there_lexical_replacement_of_five?,no
five-karn1252,karn1252,Was_there_lexical_replacement_of_five?,no
five-karo1298,karo1298,Was_there_lexical_replacement_of_five?,unknown
five-karo1299,karo1299,Was_there_lexical_replacement_of_five?,unknown
five-kasi1256,kasi1256,Was_there_lexical_replacement_of_five?,no
five-katb1237,katb1237,Was_there_lexical_replacement_of_five?,no
five-kaul1240,kaul1240,Was_there_lexical_replacement_of_five?,yes
five-kaur1269,kaur1269,Was_there_lexical_replacement_of_five?,no
five-kava1241,kava1241,Was_there_lexical_replacement_of_five?,no
five-kawe1240,kawe1240,Was_there_lexical_replacement_of_five?,no
five-kawi1241,kawi1241,Was_there_lexical_replacement_of_five?,no
five-kaya1324,kaya1324,Was_there_lexical_replacement_of_five?,no
five-kaya1325,kaya1325,Was_there_lexical_replacement_of_five?,unknown
five-kaye1241,kaye1241,Was_there_lexical_replacement_of_five?,no
five-kayu1243,kayu1243,Was_there_lexical_replacement_of_five?,no
five-kazu1245,kazu1245,Was_there_lexical_replacement_of_five?,no
five-keap1239,keap1239,Was_there_lexical_replacement_of_five?,no
five-keda1251,keda1251,Was_there_lexical_replacement_of_five?,unknown
five-keda1252,keda1252,Was_there_lexical_replacement_of_five?,no
five-keii1239,keii1239,Was_there_lexical_replacement_of_five?,no
five-kela1255,kela1255,Was_there_lexical_replacement_of_five?,no
five-kela1258,kela1258,Was_there_lexical_replacement_of_five?,no
five-kele1258,kele1258,Was_there_lexical_replacement_of_five?,no
five-kele1259,kele1259,Was_there_lexical_replacement_of_five?,no
five-kema1243,kema1243,Was_there_lexical_replacement_of_five?,no
five-kemb1249,kemb1249,Was_there_lexical_replacement_of_five?,no
five-kend1254,kend1254,Was_there_lexical_replacement_of_five?,no
five-keni1248,keni1248,Was_there_lexical_replacement_of_five?,no
five-keni1249,keni1249,Was_there_lexical_replacement_of_five?,no
five-keoo1238,keoo1238,Was_there_lexical_replacement_of_five?,no
five-kepo1237,kepo1237,Was_there_lexical_replacement_of_five?,unknown
five-kere1285,kere1285,Was_there_lexical_replacement_of_five?,no
five-keri1250,keri1250,Was_there_lexical_replacement_of_five?,no
five-keta1243,keta1243,Was_there_lexical_replacement_of_five?,no
five-kheh1237,kheh1237,Was_there_lexical_replacement_of_five?,no
five-kili1267,kili1267,Was_there_lexical_replacement_of_five?,no
five-kima1244,kima1244,Was_there_lexical_replacement_of_five?,no
five-kina1250,kina1250,Was_there_lexical_replacement_of_five?,no
five-kina1252,kina1252,Was_there_lexical_replacement_of_five?,unknown
five-kiok1239,kiok1239,Was_there_lexical_replacement_of_five?,no
five-kipu1237,kipu1237,Was_there_lexical_replacement_of_five?,no
five-kisa1266,kisa1266,Was_there_lexical_replacement_of_five?,no
five-kiss1246,kiss1246,Was_there_lexical_replacement_of_five?,no
five-klia1235,klia1235,Was_there_lexical_replacement_of_five?,unknown
five-koba1240,koba1240,Was_there_lexical_replacement_of_five?,no
five-kode1237,kode1237,Was_there_lexical_replacement_of_five?,no
five-kodi1247,kodi1247,Was_there_lexical_replacement_of_five?,no
five-kohi1250,kohi1250,Was_there_lexical_replacement_of_five?,no
five-koko1269,koko1269,Was_there_lexical_replacement_of_five?,yes
five-kola1285,kola1285,Was_there_lexical_replacement_of_five?,no
five-koli1253,koli1253,Was_there_lexical_replacement_of_five?,no
five-kolu1245,kolu1245,Was_there_lexical_replacement_of_five?,no
five-kome1238,kome1238,Was_there_lexical_replacement_of_five?,no
five-komo1261,komo1261,Was_there_lexical_replacement_of_five?,no
five-komp1237,komp1237,Was_there_lexical_replacement_of_five?,no
five-kono1269,kono1269,Was_there_lexical_replacement_of_five?,no
five-koro1308,koro1308,Was_there_lexical_replacement_of_five?,no
five-koro1310,koro1310,Was_there_lexical_replacement_of_five?,no
five-koro1311,koro1311,Was_there_lexical_replacement_of_five?,no
five-kosr1238,kosr1238,Was_there_lexical_replacement_of_five?,no
five-kota1275,kota1275,Was_there_lexical_replacement_of_five?,no
five-kota1279,kota1279,Was_there_lexical_replacement_of_five?,unknown
five-kove1237,kove1237,Was_there_lexical_replacement_of_five?,no
five-kowi1239,kowi1239,Was_there_lexical_replacement_of_five?,no
five-kuan1248,kuan1248,Was_there_lexical_replacement_of_five?,no
five-kubu1239,kubu1239,Was_there_lexical_replacement_of_five?,no
five-kuij1237,kuij1237,Was_there_lexical_replacement_of_five?,no
five-kuli1254,kuli1254,Was_there_lexical_replacement_of_five?,no
five-kulo1237,kulo1237,Was_there_lexical_replacement_of_five?,yes
five-kulo1238,kulo1238,Was_there_lexical_replacement_of_five?,unknown
five-kuma1276,kuma1276,Was_there_lexical_replacement_of_five?,no
five-kuma1278,kuma1278,Was_there_lexical_replacement_of_five?,no
five-kumb1274,kumb1274,Was_there_lexical_replacement_of_five?,no
five-kuni1263,kuni1263,Was_there_lexical_replacement_of_five?,no
five-kupa1239,kupa1239,Was_there_lexical_replacement_of_five?,no
five-kuri1260,kuri1260,Was_there_lexical_replacement_of_five?,yes
five-kurr1245,kurr1245,Was_there_lexical_replacement_of_five?,no
five-kurt1250,kurt1250,Was_there_lexical_replacement_of_five?,no
five-kuru1305,kuru1305,Was_there_lexical_replacement_of_five?,no
five-kusa1251,kusa1251,Was_there_lexical_replacement_of_five?,no
five-kwai1243,kwai1243,Was_there_lexical_replacement_of_five?,no
five-kwam1252,kwam1252,Was_there_lexical_replacement_of_five?,no
five-kwar1239,kwar1239,Was_there_lexical_replacement_of_five?,no
five-labe1239,labe1239,Was_there_lexical_replacement_of_five?,no
five-labo1244,labo1244,Was_there_lexical_replacement_of_five?,no
five-labu1248,labu1248,Was_there_lexical_replacement_of_five?,no
five-labu1249,labu1249,Was_there_lexical_replacement_of_five?,no
five-lagh1246,lagh1246,Was_there_lexical_replacement_of_five?,yes
five-laha1251,laha1251,Was_there_lexical_replacement_of_five?,no
five-laha1253,laha1253,Was_there_lexical_replacement_of_five?,no
five-laiy1246,laiy1246,Was_there_lexical_replacement_of_five?,no
five-laka1255,laka1255,Was_there_lexical_replacement_of_five?,no
five-lako1245,lako1245,Was_there_lexical_replacement_of_five?,no
five-laku1238,laku1238,Was_there_lexical_replacement_of_five?,no
five-lala1268,lala1268,Was_there_lexical_replacement_of_five?,no
five-lama1277,lama1277,Was_there_lexical_replacement_of_five?,no
five-lama1278,lama1278,Was_there_lexical_replacement_of_five?,no
five-lama1279,lama1279,Was_there_lexical_replacement_of_five?,unknown
five-lamb1273,lamb1273,Was_there_lexical_replacement_of_five?,no
five-lame1260,lame1260,Was_there_lexical_replacement_of_five?,no
five-lamo1244,lamo1244,Was_there_lexical_replacement_of_five?,no
five-lamp1242,lamp1242,Was_there_lexical_replacement_of_five?,no
five-lamp1243,lamp1243,Was_there_lexical_replacement_of_five?,no
five-lana1236,lana1236,Was_there_lexical_replacement_of_five?,no
five-lapu1236,lapu1236,Was_there_lexical_replacement_of_five?,no
five-lara1260,lara1260,Was_there_lexical_replacement_of_five?,no
five-lare1249,lare1249,Was_there_lexical_replacement_of_five?,no
five-lari1255,lari1255,Was_there_lexical_replacement_of_five?,no
five-lasa1237,lasa1237,Was_there_lexical_replacement_of_five?,no
five-latu1237,latu1237,Was_there_lexical_replacement_of_five?,unknown
five-laua1243,laua1243,Was_there_lexical_replacement_of_five?,unknown
five-lauj1238,lauj1238,Was_there_lexical_replacement_of_five?,no
five-lauu1247,lauu1247,Was_there_lexical_replacement_of_five?,no
five-lava1239,lava1239,Was_there_lexical_replacement_of_five?,no
five-lawa1257,lawa1257,Was_there_lexical_replacement_of_five?,no
five-lawu1237,lawu1237,Was_there_lexical_replacement_of_five?,no
five-ledo1238,ledo1238,Was_there_lexical_replacement_of_five?,no
five-lege1241,lege1241,Was_there_lexical_replacement_of_five?,no
five-leha1243,leha1243,Was_there_lexical_replacement_of_five?,no
five-leha1244,leha1244,Was_there_lexical_replacement_of_five?,no
five-leip1237,leip1237,Was_there_lexical_replacement_of_five?,no
five-lela1246,lela1246,Was_there_lexical_replacement_of_five?,no
five-lele1267,lele1267,Was_there_lexical_replacement_of_five?,no
five-lele1270,lele1270,Was_there_lexical_replacement_of_five?,no
five-leme1238,leme1238,Was_there_lexical_replacement_of_five?,no
five-lemo1243,lemo1243,Was_there_lexical_replacement_of_five?,no
five-lena1238,lena1238,Was_there_lexical_replacement_of_five?,no
five-leng1259,leng1259,Was_there_lexical_replacement_of_five?,no
five-leng1260,leng1260,Was_there_lexical_replacement_of_five?,unknown
five-lenk1247,lenk1247,Was_there_lexical_replacement_of_five?,yes
five-lesi1239,lesi1239,Was_there_lexical_replacement_of_five?,no
five-lete1241,lete1241,Was_there_lexical_replacement_of_five?,no
five-leti1246,leti1246,Was_there_lexical_replacement_of_five?,no
five-levu1239,levu1239,Was_there_lexical_replacement_of_five?,no
five-lewo1242,lewo1242,Was_there_lexical_replacement_of_five?,no
five-lewo1243,lewo1243,Was_there_lexical_replacement_of_five?,unknown
five-lewo1244,lewo1244,Was_there_lexical_replacement_of_five?,no
five-liab1237,liab1237,Was_there_lexical_replacement_of_five?,no
five-lian1255,lian1255,Was_there_lexical_replacement_of_five?,no
five-lihi1237,lihi1237,Was_there_lexical_replacement_of_five?,no
five-liki1241,liki1241,Was_there_lexical_replacement_of_five?,no
five-liku1243,liku1243,Was_there_lexical_replacement_of_five?,no
five-limo1248,limo1248,Was_there_lexical_replacement_of_five?,no
five-lind1248,lind1248,Was_there_lexical_replacement_of_five?,no
five-ling1265,ling1265,Was_there_lexical_replacement_of_five?,no
five-lioo1240,lioo1240,Was_there_lexical_replacement_of_five?,no
five-lisa1239,lisa1239,Was_there_lexical_replacement_of_five?,no
five-lise1239,lise1239,Was_there_lexical_replacement_of_five?,no
five-litz1237,litz1237,Was_there_lexical_replacement_of_five?,no
five-lola1248,lola1248,Was_there_lexical_replacement_of_five?,no
five-lola1250,lola1250,Was_there_lexical_replacement_of_five?,no
five-lole1239,lole1239,Was_there_lexical_replacement_of_five?,no
five-loma1261,loma1261,Was_there_lexical_replacement_of_five?,unknown
five-lonc1237,lonc1237,Was_there_lexical_replacement_of_five?,no
five-long1395,long1395,Was_there_lexical_replacement_of_five?,no
five-long1406,long1406,Was_there_lexical_replacement_of_five?,no
five-loni1238,loni1238,Was_there_lexical_replacement_of_five?,no
five-lonw1238,lonw1238,Was_there_lexical_replacement_of_five?,no
five-lora1237,lora1237,Was_there_lexical_replacement_of_five?,no
five-lore1244,lore1244,Was_there_lexical_replacement_of_five?,no
five-lote1237,lote1237,Was_there_lexical_replacement_of_five?,no
five-loto1240,loto1240,Was_there_lexical_replacement_of_five?,no
five-lotu1250,lotu1250,Was_there_lexical_replacement_of_five?,no
five-loun1239,loun1239,Was_there_lexical_replacement_of_five?,unknown
five-louu1245,louu1245,Was_there_lexical_replacement_of_five?,yes
five-lowe1412,lowe1412,Was_there_lexical_replacement_of_five?,no
five-luan1263,luan1263,Was_there_lexical_replacement_of_five?,no
five-lubu1241,lubu1241,Was_there_lexical_replacement_of_five?,no
five-lubu1243,lubu1243,Was_there_lexical_replacement_of_five?,no
five-luhu1243,luhu1243,Was_there_lexical_replacement_of_five?,no
five-lund1271,lund1271,Was_there_lexical_replacement_of_five?,no
five-lung1249,lung1249,Was_there_lexical_replacement_of_five?,no
five-lusi1240,lusi1240,Was_there_lexical_replacement_of_five?,no
five-maan1238,maan1238,Was_there_lexical_replacement_of_five?,no
five-maba1278,maba1278,Was_there_lexical_replacement_of_five?,no
five-maba1279,maba1279,Was_there_lexical_replacement_of_five?,no
five-mada1285,mada1285,Was_there_lexical_replacement_of_five?,no
five-made1253,made1253,Was_there_lexical_replacement_of_five?,no
five-madu1248,madu1248,Was_there_lexical_replacement_of_five?,no
five-maee1241,maee1241,Was_there_lexical_replacement_of_five?,no
five-maen1235,maen1235,Was_there_lexical_replacement_of_five?,no
five-mafe1237,mafe1237,Was_there_lexical_replacement_of_five?,no
five-maga1263,maga1263,Was_there_lexical_replacement_of_five?,no
five-maga1264,maga1264,Was_there_lexical_replacement_of_five?,unknown
five-magi1241,magi1241,Was_there_lexical_replacement_of_five?,no
five-mago1248,mago1248,Was_there_lexical_replacement_of_five?,no
five-magu1243,magu1243,Was_there_lexical_replacement_of_five?,no
five-maha1309,maha1309,Was_there_lexical_replacement_of_five?,no
five-maia1251,maia1251,Was_there_lexical_replacement_of_five?,no
five-maii1238,maii1238,Was_there_lexical_replacement_of_five?,no
five-main1275,main1275,Was_there_lexical_replacement_of_five?,no
five-mais1250,mais1250,Was_there_lexical_replacement_of_five?,yes
five-maiw1249,maiw1249,Was_there_lexical_replacement_of_five?,no
five-maiw1250,maiw1250,Was_there_lexical_replacement_of_five?,unknown
five-maka1305,maka1305,Was_there_lexical_replacement_of_five?,no
five-maka1311,maka1311,Was_there_lexical_replacement_of_five?,no
five-maku1277,maku1277,Was_there_lexical_replacement_of_five?,no
five-mala1479,mala1479,Was_there_lexical_replacement_of_five?,no
five-mala1480,mala1480,Was_there_lexical_replacement_of_five?,no
five-mala1481,mala1481,Was_there_lexical_replacement_of_five?,no
five-mala1482,mala1482,Was_there_lexical_replacement_of_five?,unknown
five-mala1484,mala1484,Was_there_lexical_replacement_of_five?,yes
five-mala1487,mala1487,Was_there_lexical_replacement_of_five?,yes
five-mala1489,mala1489,Was_there_lexical_replacement_of_five?,no
five-mala1534,mala1534,Was_there_lexical_replacement_of_five?,no
five-male1289,male1289,Was_there_lexical_replacement_of_five?,no
five-malf1237,malf1237,Was_there_lexical_replacement_of_five?,no
five-mali1283,mali1283,Was_there_lexical_replacement_of_five?,unknown
five-malo1243,malo1243,Was_there_lexical_replacement_of_five?,no
five-malo1245,malo1245,Was_there_lexical_replacement_of_five?,yes
five-malu1245,malu1245,Was_there_lexical_replacement_of_five?,no
five-mama1275,mama1275,Was_there_lexical_replacement_of_five?,no
five-mama1276,mama1276,Was_there_lexical_replacement_of_five?,no
five-mamb1305,mamb1305,Was_there_lexical_replacement_of_five?,no
five-mamb1306,mamb1306,Was_there_lexical_replacement_of_five?,no
five-mamu1254,mamu1254,Was_there_lexical_replacement_of_five?,no
five-mamu1255,mamu1255,Was_there_lexical_replacement_of_five?,no
five-mana1295,mana1295,Was_there_lexical_replacement_of_five?,no
five-mand1440,mand1440,Was_there_lexical_replacement_of_five?,no
five-mand1442,mand1442,Was_there_lexical_replacement_of_five?,no
five-mang1401,mang1401,Was_there_lexical_replacement_of_five?,no
five-mang1403,mang1403,Was_there_lexical_replacement_of_five?,no
five-mang1404,mang1404,Was_there_lexical_replacement_of_five?,no
five-mang1405,mang1405,Was_there_lexical_replacement_of_five?,no
five-mani1297,mani1297,Was_there_lexical_replacement_of_five?,no
five-mano1275,mano1275,Was_there_lexical_replacement_of_five?,no
five-mans1262,mans1262,Was_there_lexical_replacement_of_five?,no
five-manu1258,manu1258,Was_there_lexical_replacement_of_five?,no
five-maor1246,maor1246,Was_there_lexical_replacement_of_five?,no
five-mapi1250,mapi1250,Was_there_lexical_replacement_of_five?,no
five-mapo1242,mapo1242,Was_there_lexical_replacement_of_five?,yes
five-mapu1244,mapu1244,Was_there_lexical_replacement_of_five?,no
five-mara1397,mara1397,Was_there_lexical_replacement_of_five?,no
five-mara1399,mara1399,Was_there_lexical_replacement_of_five?,no
five-mara1404,mara1404,Was_there_lexical_replacement_of_five?,no
five-mari1426,mari1426,Was_there_lexical_replacement_of_five?,no
five-mari1428,mari1428,Was_there_lexical_replacement_of_five?,no
five-mari1429,mari1429,Was_there_lexical_replacement_of_five?,yes
five-mari1430,mari1430,Was_there_lexical_replacement_of_five?,no
five-maro1244,maro1244,Was_there_lexical_replacement_of_five?,no
five-mars1254,mars1254,Was_there_lexical_replacement_of_five?,no
five-masa1307,masa1307,Was_there_lexical_replacement_of_five?,no
five-masb1237,masb1237,Was_there_lexical_replacement_of_five?,no
five-masb1238,masb1238,Was_there_lexical_replacement_of_five?,no
five-masi1265,masi1265,Was_there_lexical_replacement_of_five?,no
five-masi1266,masi1266,Was_there_lexical_replacement_of_five?,no
five-masi1268,masi1268,Was_there_lexical_replacement_of_five?,no
five-mask1242,mask1242,Was_there_lexical_replacement_of_five?,no
five-matb1237,matb1237,Was_there_lexical_replacement_of_five?,no
five-mati1250,mati1250,Was_there_lexical_replacement_of_five?,no
five-mato1252,mato1252,Was_there_lexical_replacement_of_five?,yes
five-matu1261,matu1261,Was_there_lexical_replacement_of_five?,no
five-maya1282,maya1282,Was_there_lexical_replacement_of_five?,no
five-mayo1262,mayo1262,Was_there_lexical_replacement_of_five?,no
five-mbul1263,mbul1263,Was_there_lexical_replacement_of_five?,no
five-mede1237,mede1237,Was_there_lexical_replacement_of_five?,no
five-meke1243,meke1243,Was_there_lexical_replacement_of_five?,no
five-mele1250,mele1250,Was_there_lexical_replacement_of_five?,no
five-mend1267,mend1267,Was_there_lexical_replacement_of_five?,unknown
five-meng1267,meng1267,Was_there_lexical_replacement_of_five?,no
five-ment1249,ment1249,Was_there_lexical_replacement_of_five?,no
five-ment1251,ment1251,Was_there_lexical_replacement_of_five?,unknown
five-meos1237,meos1237,Was_there_lexical_replacement_of_five?,no
five-mera1242,mera1242,Was_there_lexical_replacement_of_five?,no
five-mere1242,mere1242,Was_there_lexical_replacement_of_five?,no
five-merl1237,merl1237,Was_there_lexical_replacement_of_five?,no
five-midd1327,midd1327,Was_there_lexical_replacement_of_five?,yes
five-mina1268,mina1268,Was_there_lexical_replacement_of_five?,no
five-mina1269,mina1269,Was_there_lexical_replacement_of_five?,no
five-mind1255,mind1255,Was_there_lexical_replacement_of_five?,no
five-mini1251,mini1251,Was_there_lexical_replacement_of_five?,no
five-mino1243,mino1243,Was_there_lexical_replacement_of_five?,no
five-misi1243,misi1243,Was_there_lexical_replacement_of_five?,no
five-miuu1237,miuu1237,Was_there_lexical_replacement_of_five?,yes
five-moda1244,moda1244,Was_there_lexical_replacement_of_five?,no
five-moke1240,moke1240,Was_there_lexical_replacement_of_five?,no
five-moke1242,moke1242,Was_there_lexical_replacement_of_five?,no
five-moki1238,moki1238,Was_there_lexical_replacement_of_five?,no
five-mokl1243,mokl1243,Was_there_lexical_replacement_of_five?,no
five-molb1237,molb1237,Was_there_lexical_replacement_of_five?,no
five-moli1248,moli1248,Was_there_lexical_replacement_of_five?,no
five-moma1242,moma1242,Was_there_lexical_replacement_of_five?,no
five-mond1265,mond1265,Was_there_lexical_replacement_of_five?,no
five-mong1342,mong1342,Was_there_lexical_replacement_of_five?,no
five-mono1273,mono1273,Was_there_lexical_replacement_of_five?,no
five-mori1267,mori1267,Was_there_lexical_replacement_of_five?,no
five-mori1268,mori1268,Was_there_lexical_replacement_of_five?,no
five-mori1269,mori1269,Was_there_lexical_replacement_of_five?,no
five-morm1235,morm1235,Was_there_lexical_replacement_of_five?,no
five-moro1286,moro1286,Was_there_lexical_replacement_of_five?,no
five-moro1287,moro1287,Was_there_lexical_replacement_of_five?,no
five-mort1237,mort1237,Was_there_lexical_replacement_of_five?,no
five-mota1237,mota1237,Was_there_lexical_replacement_of_five?,no
five-motl1237,motl1237,Was_there_lexical_replacement_of_five?,no
five-motu1246,motu1246,Was_there_lexical_replacement_of_five?,no
five-mouk1239,mouk1239,Was_there_lexical_replacement_of_five?,no
five-moya1235,moya1235,Was_there_lexical_replacement_of_five?,no
five-mpot1241,mpot1241,Was_there_lexical_replacement_of_five?,no
five-mtir1235,mtir1235,Was_there_lexical_replacement_of_five?,no
five-mtir1236,mtir1236,Was_there_lexical_replacement_of_five?,no
five-mual1241,mual1241,Was_there_lexical_replacement_of_five?,no
five-mudu1242,mudu1242,Was_there_lexical_replacement_of_five?,no
five-muna1247,muna1247,Was_there_lexical_replacement_of_five?,no
five-mung1269,mung1269,Was_there_lexical_replacement_of_five?,no
five-muri1259,muri1259,Was_there_lexical_replacement_of_five?,no
five-murp1234,murp1234,Was_there_lexical_replacement_of_five?,yes
five-musi1241,musi1241,Was_there_lexical_replacement_of_five?,no
five-muso1238,muso1238,Was_there_lexical_replacement_of_five?,yes
five-muss1246,muss1246,Was_there_lexical_replacement_of_five?,no
five-mutu1242,mutu1242,Was_there_lexical_replacement_of_five?,no
five-muyu1244,muyu1244,Was_there_lexical_replacement_of_five?,no
five-mwat1237,mwat1237,Was_there_lexical_replacement_of_five?,no
five-nafi1237,nafi1237,Was_there_lexical_replacement_of_five?,yes
five-nage1237,nage1237,Was_there_lexical_replacement_of_five?,no
five-naka1262,naka1262,Was_there_lexical_replacement_of_five?,no
five-naka1263,naka1263,Was_there_lexical_replacement_of_five?,no
five-nali1244,nali1244,Was_there_lexical_replacement_of_five?,yes
five-nali1245,nali1245,Was_there_lexical_replacement_of_five?,no
five-nalo1235,nalo1235,Was_there_lexical_replacement_of_five?,no
five-nama1268,nama1268,Was_there_lexical_replacement_of_five?,no
five-namo1247,namo1247,Was_there_lexical_replacement_of_five?,no
five-namo1248,namo1248,Was_there_lexical_replacement_of_five?,no
five-namu1249,namu1249,Was_there_lexical_replacement_of_five?,no
five-nang1262,nang1262,Was_there_lexical_replacement_of_five?,no
five-napu1241,napu1241,Was_there_lexical_replacement_of_five?,no
five-nara1263,nara1263,Was_there_lexical_replacement_of_five?,no
five-naro1251,naro1251,Was_there_lexical_replacement_of_five?,no
five-nasa1239,nasa1239,Was_there_lexical_replacement_of_five?,no
five-nasa1240,nasa1240,Was_there_lexical_replacement_of_five?,no
five-nasv1234,nasv1234,Was_there_lexical_replacement_of_five?,no
five-nati1244,nati1244,Was_there_lexical_replacement_of_five?,no
five-natu1246,natu1246,Was_there_lexical_replacement_of_five?,no
five-naue1237,naue1237,Was_there_lexical_replacement_of_five?,no
five-naun1237,naun1237,Was_there_lexical_replacement_of_five?,yes
five-naur1243,naur1243,Was_there_lexical_replacement_of_five?,no
five-navu1237,navu1237,Was_there_lexical_replacement_of_five?,no
five-navw1234,navw1234,Was_there_lexical_replacement_of_five?,no
five-nege1240,nege1240,Was_there_lexical_replacement_of_five?,no
five-neha1247,neha1247,Was_there_lexical_replacement_of_five?,no
five-neku1237,neku1237,Was_there_lexical_replacement_of_five?,no
five-nemi1240,nemi1240,Was_there_lexical_replacement_of_five?,no
five-neng1238,neng1238,Was_there_lexical_replacement_of_five?,yes
five-nese1235,nese1235,Was_there_lexical_replacement_of_five?,no
five-newc1244,newc1244,Was_there_lexical_replacement_of_five?,unknown
five-ngad1261,ngad1261,Was_there_lexical_replacement_of_five?,no
five-ngaj1237,ngaj1237,Was_there_lexical_replacement_of_five?,no
five-ngga1239,ngga1239,Was_there_lexical_replacement_of_five?,unknown
five-ngul1236,ngul1236,Was_there_lexical_replacement_of_five?,unknown
five-nias1242,nias1242,Was_there_lexical_replacement_of_five?,no
five-nila1244,nila1244,Was_there_lexical_replacement_of_five?,no
five-nimo1246,nimo1246,Was_there_lexical_replacement_of_five?,no
five-nisv1234,nisv1234,Was_there_lexical_replacement_of_five?,no
five-niti1249,niti1249,Was_there_lexical_replacement_of_five?,no
five-niua1240,niua1240,Was_there_lexical_replacement_of_five?,no
five-niua1241,niua1241,Was_there_lexical_replacement_of_five?,no
five-niue1239,niue1239,Was_there_lexical_replacement_of_five?,no
five-noku1237,noku1237,Was_there_lexical_replacement_of_five?,no
five-nort2828,nort2828,Was_there_lexical_replacement_of_five?,no
five-nort2836,nort2836,Was_there_lexical_replacement_of_five?,no
five-nort2839,nort2839,Was_there_lexical_replacement_of_five?,no
five-nort2845,nort2845,Was_there_lexical_replacement_of_five?,no
five-nort2847,nort2847,Was_there_lexical_replacement_of_five?,no
five-nort2857,nort2857,Was_there_lexical_replacement_of_five?,yes
five-nort2860,nort2860,Was_there_lexical_replacement_of_five?,no
five-nort2864,nort2864,Was_there_lexical_replacement_of_five?,no
five-nort2867,nort2867,Was_there_lexical_replacement_of_five?,unknown
five-nort2875,nort2875,Was_there_lexical_replacement_of_five?,no
five-nort2877,nort2877,Was_there_lexical_replacement_of_five?,no
five-nort2883,nort2883,Was_there_lexical_replacement_of_five?,no
five-nort2885,nort2885,Was_there_lexical_replacement_of_five?,no
five-nort2890,nort2890,Was_there_lexical_replacement_of_five?,no
five-nort2994,nort2994,Was_there_lexical_replacement_of_five?,no
five-nort3262,nort3262,Was_there_lexical_replacement_of_five?,no
five-nots1237,nots1237,Was_there_lexical_replacement_of_five?,no
five-nucl1460,nucl1460,Was_there_lexical_replacement_of_five?,no
five-nuku1258,nuku1258,Was_there_lexical_replacement_of_five?,no
five-nuku1259,nuku1259,Was_there_lexical_replacement_of_five?,no
five-nuku1260,nuku1260,Was_there_lexical_replacement_of_five?,no
five-numb1247,numb1247,Was_there_lexical_replacement_of_five?,no
five-nume1241,nume1241,Was_there_lexical_replacement_of_five?,no
five-nume1242,nume1242,Was_there_lexical_replacement_of_five?,yes
five-nusa1245,nusa1245,Was_there_lexical_replacement_of_five?,no
five-nyal1254,nyal1254,Was_there_lexical_replacement_of_five?,no
five-nyin1250,nyin1250,Was_there_lexical_replacement_of_five?,no
five-obom1235,obom1235,Was_there_lexical_replacement_of_five?,no
five-okol1241,okol1241,Was_there_lexical_replacement_of_five?,no
five-oldm1243,oldm1243,Was_there_lexical_replacement_of_five?,unknown
five-onin1245,onin1245,Was_there_lexical_replacement_of_five?,no
five-onto1237,onto1237,Was_there_lexical_replacement_of_five?,no
five-oran1258,oran1258,Was_there_lexical_replacement_of_five?,no
five-oran1259,oran1259,Was_there_lexical_replacement_of_five?,no
five-orko1234,orko1234,Was_there_lexical_replacement_of_five?,no
five-ormu1248,ormu1248,Was_there_lexical_replacement_of_five?,no
five-oroh1237,oroh1237,Was_there_lexical_replacement_of_five?,no
five-orow1242,orow1242,Was_there_lexical_replacement_of_five?,no
five-osin1237,osin1237,Was_there_lexical_replacement_of_five?,unknown
five-otda1235,otda1235,Was_there_lexical_replacement_of_five?,no
five-ouma1237,ouma1237,Was_there_lexical_replacement_of_five?,no
five-owaa1237,owaa1237,Was_there_lexical_replacement_of_five?,no
five-oyao1237,oyao1237,Was_there_lexical_replacement_of_five?,no
five-paaf1237,paaf1237,Was_there_lexical_replacement_of_five?,no
five-paam1238,paam1238,Was_there_lexical_replacement_of_five?,no
five-pado1242,pado1242,Was_there_lexical_replacement_of_five?,no
five-paic1239,paic1239,Was_there_lexical_replacement_of_five?,yes
five-paiw1248,paiw1248,Was_there_lexical_replacement_of_five?,no
five-pakt1239,pakt1239,Was_there_lexical_replacement_of_five?,yes
